Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
29/05/23 09:13	Secundario Técnico	JUNIN	4110 - PTE NICOLÁS AVELLANEDA	80%	HORAS CATEDRA MEDIA TÉCNICA	4	Tarde	Laboratorio de Mediciones Eléctricas I	7mo: 30/05/23 09:20	SOBERANIA NACIONAL 360 . LOS BARRIALES	40	5° 2ª	Mi 16:10-16:50,Mi 17:00-17:40,Mi 17:40-18:20,Vi 17:40-18:20	Presentarse en GEM PAD - Llamado Virtual	BONO DE PUNTAJE 2018 DDJJ COMPLETA DNI ORIGINAL ANVERSO Y REVERSO CERTIFICADO DE APTITUD PSICOFISICO: ORIGINAL PERTINENTE CON FECHA DE EMISIÓN CERTIFICADO DE BUENA CONDUCTA	TITULO O BONO DE PUNTAJE 2018 DDJJ COMPLETA DNI ORIGINAL ANVERSO Y REVERSO CERTIFICADO DE APTITUD PSICOFISICO: ORIGINAL PERTINENTE CON FECHA DE EMISIÓN CERTIFICADO DE BUENA CONDUCTA	EL DOCENTE QUE OPTE DEBERÁ PRESENTAR: CUIL, FOTO CARNET, FOTOCOPIA DE TITULO, CARPETA COLGANTE, CERTIFICADO LEY MICAELA	700-750		Publicado		
29/05/23 09:13 | Cancelado	Educación Especial	GUAYMALLÉN	2004 - PROF. JERONIMO S. SEMORILLE	10%	MAESTRO DE GRADO ESC.DIFERENCIADA		Mañana	Nivel Inicial	5to: 30/05/23 10:15	JUAN G. GODOY Y LAFINUR S/N . DORREGO	Cargo vacante		Lu 09:00-12:30,Ma 09:00-12:30,Mi 09:00-12:30,Ju 09:00-12:30,Vi 09:00-12:30	Escuela J. Semorille			Hasta agotar instancias, incluída carpeta de antecedentes			Cancelado	Error en la publicación	
29/05/23 09:12	Secundario Orientado	MAIPÚ	4225 - ANTONIO SARELLI	10%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Proyecto Sociocomunitario en Turismo	3er: 02/06/23 09:30	SARMIENTO 1581 . LUZURIAGA	Cargo vacante	5° 2º	Ma 16:30-17:10,Ma 17:10-17:50,Ma 17:50-18:30,Mi 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual				grupo 800-900		Publicado		
29/05/23 09:11	Secundario Orientado	GUAYMALLÉN	4136 - JORGE LUIS BORGES	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	2do: 30/05/23 09:30	Alberdi 531 B° SAN JOSÉ . SAN JOSÉ	44-0	4° 1	Lu 14:00-15:00,Mi 14:00-15:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:11	Secundario Orientado	SAN RAFAEL	4229 - DOCTOR HUMBERTO ANTONIO LAGIGLIA	10%	HORAS CATEDRA MEDIA ORIENTADA	7	Tarde	Matemática	4vo: 31/05/23 09:30	Avda. D.F. SARMIENTO 487 B° CIUDAD . CIUDAD	40-0	2° 2ª	Lu 15:00-15:40,Lu 15:40-16:20,Lu 16:30-17:10,Mi 17:10-17:50,Mi 17:50-18:30,Ju 15:40-16:20,Ju 16:30-17:10	Presentarse en GEM PAD - Llamado Virtual	La escuela trabaja en modalidad presencial. Se dará el alta con la toma presencial y efectiva prestación del servicio educativo en el local escolar.	El presente llamado virtual se realiza de acuerdo a la Normativa vigente Res 47/03, Ley 6929 - Res 29, Res 946-DGE-2020 y 172 - DGE -17- Res. CFN N°386/21 ART.1 Res. N° 609/22.-	Adjuntar documentación original color. DNI anverso y reverso. Psicofísico Apto, Vigente y Específico. Certificado de Antecedentes Penales.			Publicado		
29/05/23 09:11	Secundario Técnico	GODOY CRUZ	4020 - ING.GABRIEL DEL MAZO	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Tarde	Electrónica Industrial y de Potencia	37vo: 30/05/23 09:30	JUAN G. GODOY 757 . SAN FRANCISCO DEL MONTE	61	6° 3	Ju 17:10-17:50,Ju 17:50-18:30,Vi 15:00-15:40,Vi 15:40-16:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:10	Secundario Técnico	GODOY CRUZ	4020 - ING.GABRIEL DEL MAZO	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Mediciones Electrónicas II	28vo: 30/05/23 09:30	JUAN G. GODOY 757 . SAN FRANCISCO DEL MONTE	40	5° 1	Lu 08:00-08:40,Lu 08:40-09:20,Ma 08:00-08:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:08	Secundario Orientado	GUAYMALLÉN	4078 - PROF. TOMÁS SILVESTRE	60%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (B) Música	4vo: 30/05/23 09:10	SAN LORENZO 1219 . SAN JOSÉ	40-0	1° 4°	Ma 08:40-09:20,Ma 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:08	Secundario Orientado	GUAYMALLÉN	4065/1 - JOSÉ MERCEDES ARGUMEDO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Sistemas digitales y redes	7mo: 30/05/23 10:00	Rufino Ortega y Argumedo . LA PRIMAVERA	Cargo vacante	5° 5	Mi 12:20-13:00,Vi 10:10-10:50,Vi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual			Ubicado en el Edificio de la Ex Escuela Margarita Ulloa	Movilidad no coincidente- consultar mendotran		Publicado		
29/05/23 09:08	Secundario Técnico	SAN RAFAEL	4114 - MANUEL BELGRANO	80%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana y Tarde	Dibujo Técnico	2do: 30/05/23 09:10	AV. SARMIENTO 349 B° SALTO DE LAS ROSAS . CAÑADA SECA	52-0	2° 1ª	Lu 17:10-17:50,Lu 17:50-18:30,Mi 07:40-08:20,Mi 08:20-09:00	Presentarse en GEM PAD - Llamado Virtual				si no coincidente.		Publicado		
29/05/23 09:08	Secundario Orientado	CAPITAL	4001 - JOSÉ VICENTE ZAPATA		HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	3er: 30/05/23 10:00	CRNEL. RODRÍGUEZ 499 . QUINTA SECCION	52-0	5° 2da	Lu 15:40-17:40	Presentarse en GEM PAD - Llamado Virtual		Clases presenciales		100,440,441,442,531,532,534,604,905,910,913		Publicado		
29/05/23 09:06	Secundario Orientado	GUAYMALLÉN	4065/1 - JOSÉ MERCEDES ARGUMEDO	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Programación	8vo: 30/05/23 09:10	Rufino Ortega y Argumedo . LA PRIMAVERA	Cargo vacante	5° 5	Ma 09:30-10:10,Ma 10:10-10:50,Ma 11:00-11:40,Mi 11:40-12:20	Presentarse en GEM PAD - Llamado Virtual			Ubicado en el Edificio de la Ex Escuela Margarita Ulloa	Movilidad no coincidente- consultar mendotran		Publicado		
29/05/23 09:06	Secundario Orientado	LUJÁN DE CUYO	4033 - LAUREANA FERRARI DE OLAZABAL	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	4vo: 30/05/23 09:10	REPÚBLICA DE SIRIA 346 . LUJÁN (CIUDAD)	Cargo vacante	1° 2	Ju 10:10-10:50,Vi 09:30-10:10,Vi 10:10-10:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:06	Secundario Orientado	CAPITAL	4067 - DR. OSVALDO S. P. BORGHI	60%	HORAS CATEDRA MEDIA ORIENTADA	6	Tarde	Prácticas de Oralidad I (Inglés)	5to: 30/05/23 09:30	LAS MAGNOLIAS Y LAS VISCOS S/N B° BARRIO CANO . SEXTA SECCION	Art. 40 Ley 5811	3° 3	Ma 16:00-18:00,Ju 16:00-18:00	Presentarse en GEM PAD - Llamado Virtual			RES. 946-DGE-2020 Llamado Virtual			Publicado		
29/05/23 09:06	Secundario Orientado	GODOY CRUZ	4148 - MANUEL BELGRANO	10%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Matemática	2do: 30/05/23 09:30	AVENIDA SAN MARTÍN 1276 . GODOY CRUZ	40-0	4° 5º	Lu 16:30-17:10,Lu 17:10-17:50,Lu 17:50-18:30,Ju 13:30-14:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 09:06	Secundario Orientado	GUAYMALLÉN	4222 - MARÍA MARTHA ARENAS DE ZAPATA	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	6to: 30/05/23 09:15	ÁNGEL RODRÍGUEZ S/N . KM 8	52-0	1° 1ª	Vi 08:00-08:40,Vi 08:40-09:20,Vi 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual				700, 750, 200		Publicado		
29/05/23 09:04	Secundario Técnico	LAS HERAS	4011 - CAPITÁN DANIEL F. MANZOTTI	10%	AYUDANTE DE TRABAJOS PRACTICOS				2do: 30/05/23 09:05	ABRAHAM LINCOLN S/N B° CEMENTISTA II . LA CIENEGUITA	40-0		Lu 14:00-18:00,Ma 14:00-18:00,Mi 14:00-18:00,Ju 14:00-18:00,Vi 14:00-18:00	Presentarse en GEM PAD - Llamado Virtual		certificado de aptitud con fecha de emisión y certificado de antecedente penales		350-315		Publicado		
29/05/23 09:04	Primario	LUJÁN DE CUYO	1634 - ISLA SOLEDAD	110%	HORAS CATEDRA COMUNES	6	Mañana	Artes Visuales	3er: 30/05/23 10:00	RUTA NACIONAL 40 S/N . ANCHORIS	44-0		Ma 08:15-10:30,Ju 08:15-12:45	En la institución			A término	Transporte Cata- 850		Publicado		
29/05/23 09:02	Primario	LUJÁN DE CUYO	1634 - ISLA SOLEDAD	110%	HORAS CATEDRA COMUNES	1	Mañana	Educación Artística: Artes Visuales	3er: 30/05/23 10:00	RUTA NACIONAL 40 S/N . ANCHORIS	44-0	1° unica	Ma 10:45-11:45	En la institución			A término	Transporte Cata- 850		Publicado		
29/05/23 09:01	Primario	TUNUYÁN	1576 - GRAL.RUDESINDO ALVARADO	110%	HORAS CATEDRA COMUNES	9	Mañana	Auxiliar de informática Educativa	1er: 30/05/23 12:30 | 2do: 30/05/23 12:40 | 3er: 30/05/23 12:50 | 4to: 30/05/23 12:55	FINCA LA HINOJOSA . LOS ARBOLES	38-0		Lu 10:30-11:30,Mi 08:00-12:30,Vi 08:00-12:30	"Escuela 1-576 ""Gral. Rudesindo Alvarado"""				SIN MOVILIDAD		Publicado		
29/05/23 09:00	Secundario Técnico	LA PAZ	4182 - AIDA FONT (8182)	110%	HORA CATEDRA MENSUAL-ALBERGUE	3	Alternado	Educación Física	1er: 30/05/23 09:30	RUTA NAC. Nº7 Km 866 . DESAGUADERO	62	5° PRIMERA	Ju 16:30 a 17:30,Vi 12:40 a 13:40	Presentarse en GEM PAD - Llamado Virtual		PRESENTAR PSICOFISICO DOCENTE CON ACTIVIDAD FISICA Y COMPLEMENTARIO ALBERGUE		SIN MOVILIDAD COINCIDENTE		Publicado		
29/05/23 08:57	Secundario Orientado	SAN MARTÍN	4194 - FABIAN CATROPPA MARTÍN	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	5to: 30/05/23 09:00	NANCLARES S/N N. CALIFORNIA . NUEVA CALIFORNIA	40-0	4° 2	Lu 17:05-17:40,Vi 15:45-16:10,Vi 16:20-17:05	Presentarse en GEM PAD - Llamado Virtual				310-750		Publicado		
29/05/23 08:56	Secundario Orientado	LAS HERAS	4073 - ADOLFO BIOY CASARES	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	12vo: 30/05/23 10:00	ADOLFO BIOY CASARES 2017 B° BARRIO INFANTA . EL CHALLAO	Cargo vacante	3° 1ª	Mi 17:50-18:30,Ju 17:10-17:50,Ju 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:55	CENS	RIVADAVIA	3462 - ENIO CALZETTI- Bº TITTARELLI- LOS CAMPAMENTOS- RVIA.	80%	HORAS CATEDRA C.E.N.S.	2	Nocturno	Formación Ética y Ciudadana	2do: 30/05/23 21:25	JUANMANUELFANGIO S/N° s/n B° B° TITTARELLI . CAMPAMENTOS	40	1º 1ª DIVISION	Mi 21:10-21:50,Mi 21:50-22:30	Presentarse en GEM PAD - Llamado Virtual		LLAMADO VIRTUAL POR GEM. TENER EN CUENTA LA RES. N° 930-DGE-2005.		DICETOURS		Publicado		
29/05/23 08:49	Secundario Orientado	MAIPÚ	4261 - PRESIDENTE RAÚL RICARDO ALFONSÍN	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	10mo: 30/05/23 14:40	PATRICIAS ARGENTINAS 318 . MAIPÚ	48	5° 1	Mi 15:50-16:30,Mi 16:30-17:10,Ju 18:00-18:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:48	Secundario Orientado	MAIPÚ	4225 - ANTONIO SARELLI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Física	1er: 01/06/23 10:30	SARMIENTO 1581 . LUZURIAGA	50-7	2° 4	Vi 08:00-08:40,Vi 08:40-09:20,Vi 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual				grupo 800-900		Publicado		
29/05/23 08:46	Secundario Orientado	GUAYMALLÉN	4136 - JORGE LUIS BORGES	10%	HORAS CATEDRA MEDIA ORIENTADA	6	Tarde	Matemática	4vo: 30/05/23 09:00	Alberdi 531 B° SAN JOSÉ . SAN JOSÉ	40-0	1° 2	Lu 16:30-17:10,Lu 17:10-17:50,Lu 17:50-18:30,Ma 16:30-17:10,Ma 17:10-17:50,Ma 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:46	Secundario Técnico	TUNUYÁN	4035 - JULIA SILVA DE CEJAS	80%	HORAS CATEDRA MEDIA TÉCNICA	6	Mañana	Matemática	4vo: 30/05/23 10:00	SAN MARTÍN 808 . VISTA FLORES	40-0	1° Primera	Ma 08:00-08:40,Ma 08:40-09:20,Ma 09:30-10:10,Mi 11:00-11:40,Mi 11:40-12:20,Mi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual				CATA		Publicado		
29/05/23 08:45	Secundario Orientado	MAIPÚ	4225 - ANTONIO SARELLI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Física	1er: 01/06/23 09:00	SARMIENTO 1581 . LUZURIAGA	50-7	5° 2º	Vi 10:00-10:40,Vi 10:40-11:20,Vi 11:20-12:00	Presentarse en GEM PAD - Llamado Virtual				grupo 800-900		Publicado		
29/05/23 08:44	Secundario Orientado	MAIPÚ	4225 - ANTONIO SARELLI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Física	1er: 31/05/23 10:30	SARMIENTO 1581 . LUZURIAGA	50-7	4° 2º	Ju 08:00-08:40,Ju 08:40-09:20,Ju 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual				grupo 800-900		Publicado		
29/05/23 08:42	Primario	SANTA ROSA	1507 - MARTÍN GIL	110%	MAESTRO M. ESPECIALES COMUN		Mañana	Educación Artística: Artes Visuales	2do: 30/05/23 10:00	CARRIL NORTE S/N . 12 DE OCTUBRE	44		Lu 07:45-12:15,Ma 08:00-12:30,Ma 08:00-09:00,Ma 09:05-10:05,Ma 11:30-12:30,Mi 07:45-12:15,Ju 08:00-12:30,Ju 09:05-10:05,Ju 10:00-11:00	ESCUELA		CARGO COMPARTIDO CON LA ESCUELA N° 1-651 MAESTRA MARÍA SOTTILE				Publicado		
29/05/23 08:42	Secundario Orientado	MAIPÚ	4225 - ANTONIO SARELLI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Física	1er: 31/05/23 09:00	SARMIENTO 1581 . LUZURIAGA	50-7	3° 2º	Ju 10:00-10:40,Ju 10:40-11:20,Ju 11:20-12:00	Presentarse en GEM PAD - Llamado Virtual				grupo 800-900		Publicado		
29/05/23 08:42	Secundario Técnico	TUNUYÁN	4035 - JULIA SILVA DE CEJAS	80%	HORAS CATEDRA MEDIA TÉCNICA	6	Mañana	Matemática	4vo: 30/05/23 08:45	SAN MARTÍN 808 . VISTA FLORES	40-0	1° Sexta	Lu 08:00-08:40,Lu 08:40-09:20,Lu 09:30-10:10,Ma 10:10-10:50,Ma 11:00-11:40,Ma 11:40-12:20	Presentarse en GEM PAD - Llamado Virtual				CATA		Publicado		
29/05/23 08:41	Secundario Orientado	GUAYMALLÉN	4009 - HERMINIA MORALES DE RAMPONI	10%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Ciencias Naturales	13vo: 30/05/23 09:00	ESPAÑA Y ALPATACAL S/N . VILLA NUEVA	Art. 40	1° 5°	Ma 10:10-10:50,Mi 08:00-08:40,Vi 11:40-12:20,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:41	Primario	MAIPÚ	1049 - JUANA S. DE PERALTA	80%	HORAS CATEDRA COMUNES	10	Mañana		5to: 30/05/23 11:00	PERITO MORENO S/N . RODEO DEL MEDIO	Cargo vacante	Fortalecimiento de las Trayectorias Innov Ped.	Lu 11:15-13:15,Ma 11:15-13:15,Mi 11:15-13:15,Ju 11:15-13:15,Vi 11:15-13:15	Presentarse en la institución				Grupo 750 y 10 Mendotran, 854-855-921-970		Publicado		
29/05/23 08:40	Secundario Orientado	GUAYMALLÉN	4009 - HERMINIA MORALES DE RAMPONI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Francés	11vo: 30/05/23 09:00	ESPAÑA Y ALPATACAL S/N . VILLA NUEVA	Cargo vacante	5° 2°	Ma 16:10-16:50,Ju 14:00-14:40,Ju 14:40-15:20	Presentarse en GEM PAD - Llamado Virtual				202		Publicado		
29/05/23 08:39	Secundario Orientado	RIVADAVIA	4094 - FÉLIX PESCE SCARSO	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Sistema de Información Contable I (PP 1)	2do: 30/05/23 09:00	AMERICO ABRAHAM S/N° B° Bº FORMOSA . RIVADAVIA	40-0	3° 2	Ma 16:20-17:00,Ma 17:00-17:40,Ma 17:40-18:20,Ju 17:00-17:40,Ju 17:40-18:20	Presentarse en GEM PAD - Llamado Virtual				700 - 750		Publicado		
29/05/23 08:39	Secundario Orientado	LUJÁN DE CUYO	4033 - LAUREANA FERRARI DE OLAZABAL	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	4vo: 30/05/23 08:40	REPÚBLICA DE SIRIA 346 . LUJÁN (CIUDAD)	Cargo vacante	1° 1	Mi 11:40-12:20,Mi 12:20-13:00,Ju 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:38	Secundario Técnico	LUJÁN DE CUYO	4022 - GRAL. ENRIQUE MOSCONI	10%	HORAS CATEDRA MEDIA TÉCNICA	6	Mañana	Ciencias Sociales: Historia-Formación Ética y Ciudadana	2do: 30/05/23 09:00	BESARES 237 . CHACRAS DE CORIA	Cargo vacante	2° 4° Mañana	Lu 09:20-10:00,Lu 10:10-10:50,Ma 11:40-12:20,Ma 12:20-13:00,Vi 11:40-12:20,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:35	Primario	LAVALLE	1307 - PRESIDENTE SANTIAGO DERQUI	80%	MAESTRO M. ESPECIALES COMUN		Mañana y Tarde	Ed. Física	1er: 30/05/23 13:00	BELGRANO Y M.ESTHER 74 . COSTA DE ARAUJO	44-0		Lu 08:00-12:30,Ma 00:00-00:00,Ma 13:15-17:45,Mi 08:00-12:30,Mi 13:15-17:45					300		Publicado		
29/05/23 08:35	Secundario Orientado	SAN RAFAEL	4102 - ANTONIO BUTTINI	60%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Proyecto de Intervención Comunitaria desde las Ciencias Naturales	2do: 30/05/23 09:00	RUTA NAC. 144 km 671 . CUADRO BENEGAS	40	5° 2	Ma 10:05-10:45,Ju 09:25-10:05,Ju 10:05-10:45,Ju 10:55-11:35	Presentarse en GEM PAD - Llamado Virtual	La escuela trabaja en modalidad presencial. Se dará el alta con la toma presencial y efectiva prestación del servicio educativo en el local escolar.	Condiciones adicionales: El presente llamado virtual se realiza de acuerdo a la Normativa vigente Res 47/03, Ley 6929 - Res 29, Res 946-DGE-2020 y 172 - DGE -17- Res. CFN N°386/21 ART.1.	Adjuntar documentación en original color. DNI anverso y reverso. Psicofísico Apto, Vigente y Específico. Certificado de antecedentes penales.	Buttini		Publicado		
29/05/23 08:35	Secundario Orientado	LAS HERAS	4074 - FLORENCIO MOLINA CAMPOS	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Formación para la Vida y el Trabajo	4vo: 30/05/23 08:40	DEMOCRACIA Y MIGUEL SEGURA 2400 B° UJEMVI . EL ZAPALLAR	50-7	5° 1	Lu 15:00-15:40,Lu 15:40-16:20,Ju 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:34	Secundario Orientado	GRAL. ALVEAR	4220 - NICOLÁS LUNA	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Teoría y Práctica Impositiva	10mo: 30/05/23 08:35	7 - La Marzolina Sur (Entre LL y M) . LA MARZOLINA	40-0	5° 1ª	Lu 07:30-08:10,Lu 08:10-08:50,Mi 09:00-09:40,Mi 09:40-10:20	Presentarse en GEM PAD - Llamado Virtual				sin movilidad		Publicado		
29/05/23 08:33	Secundario Orientado	LUJÁN DE CUYO	4163 - PROFESORES MENDOCINOS	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Comunicación, Cultura y Sociedad	5to: 30/05/23 08:40	LOS ABETOS S/N B° LOS ALERCES II . CARRODILLA	61°	3° 1º	Lu 11:00-11:40,Ju 11:00-11:40,Ju 11:40-12:20,Ju 12:20-13:00	GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:33	Secundario Orientado	LUJÁN DE CUYO	4031 - DR. FRANCISCO CORREAS	10%	HORAS CATEDRA MEDIA ORIENTADA	5	Mañana	Ciencias Naturales	10mo: 30/05/23 08:45	PANNOCCHIA Y LINIERS S/N . CHACRAS DE CORIA	40-0	2° 2	Ma 08:00-08:40,Ma 08:40-09:20,Ma 09:30-10:10,Vi 11:40-12:20,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:33	Secundario Orientado	TUNUYÁN	9004 - TORIBIO LUZURIAGA	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Psicología	4vo: 30/05/23 08:35	ECHEVERRIA ESQ.9 DE JULIO S/N B° B° SCARABELLI . TUNUYÁN	40-0	4° 4	Mi 11:10-11:50,Ju 07:30-08:10,Ju 08:10-08:50	Presentarse en GEM PAD - Llamado Virtual			ALTA CON TOMA DE POSESION PRESENCIAL INMEDIATA Y EFECTIVA PRESENTACION DEL SERVICIO	CATA		Publicado		
29/05/23 08:32	Secundario Orientado	SAN RAFAEL	4169 - DR. BERNARDO SAMUEL LEIVA	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	5to: 30/05/23 08:35	EL JACARANDÁ Y VICTORINO DE LA PLAZA . SAN RAFAEL CIUDAD	40-0	3° 1°	Lu 13:30-14:10,Lu 14:10-14:50,Lu 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual		El presente llamado virtual se realiza de acuerdo a la Normativa vigente		Iselin		Publicado		
29/05/23 08:32	Secundario Orientado	SAN RAFAEL	4229 - DOCTOR HUMBERTO ANTONIO LAGIGLIA	10%	HORAS CATEDRA MEDIA ORIENTADA	12	Alternado	Orientador Psicopedagógico	2do: 01/06/23 08:00	Avda. D.F. SARMIENTO 487 B° CIUDAD . CIUDAD	Art. 40		Lu 14:30-16:30,Mi 09:00-12:00,Ju 09:00-12:00	Presentarse en GEM PAD - Llamado Virtual	La escuela trabaja en modalidad presencial. Se dará el alta con la toma presencial y efectiva prestación del servicio educativo en el local escolar.	El presente llamado virtual se realiza de acuerdo a la Normativa vigente Res 47/03, Ley 6929 - Res 29, Res 946-DGE-2020 y 172 - DGE -17- Res. CFN N°386/21 ART.1 Res. N° 609/22.-	Adjuntar documentación original color. DNI anverso y reverso. Psicofísico Apto, Vigente y Específico. Certificado de Antecedentes Penales.			Publicado		
29/05/23 08:29	Primario	MAIPÚ	1338 - MIGUEL DE UNAMUNO	110%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 30/05/23 08:30	SGTO. CABRAL 4130 B° COLONIA JARA . RODEO DEL MEDIO	50-7	7° A	8:00 A 15:00	ESCUELA	HASTA AGOTAR INSTANCIAS. TOMA DE POSESIÓN INMEDIATA. JORNADA COMPLETA			GRUPO 800		Publicado		
29/05/23 08:29	Centro de Capacitación para el Trabajo	MAIPÚ	"6064 - ""SUPERVISORA AURORA ESTER JIMÉNEZ"""	80%	MAESTRO M.ESPECIALES CAP. LABORAL		Mañana	Electricidad	13vo: 30/05/23 09:30	MAZA Y AZCUÉNAGA S/N . LUNLUNTA	61-0	Modulo 1 Nivel 2	Lu 08:15-12:15,Ma 08:15-12:15,Mi 08:15-12:15,Ju 08:15-12:15,Vi 08:15-12:15	Presentarse en GEM PAD - Llamado Virtual				830,860,861,863,840 y 780		Publicado		
29/05/23 08:26	Secundario Técnico	SAN CARLOS	4193 - MARÍA LUISA PÀSCOLO DE BANDIERA	110%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana	Producción Vitícola II	10mo: 30/05/23 08:30	CALLE LOS BAÑOS S/N-CAPIZ . CAPIZ ALTO	61	5° 1ERA	Ma 12:00-12:40,Ma 13:50-14:30,Vi 13:50-14:30,Vi 14:30-15:10	Presentarse en GEM PAD - Llamado Virtual		Posesión inmediata		sin movilidad		Publicado		
29/05/23 08:25	Secundario Orientado	LUJÁN DE CUYO	4232 - TERESA GHILARDI DE MARTÍN	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua y Literatura	2do: 30/05/23 14:00	BRANDSEN S/N B° COSTA FLORES . PERDRIEL	40-0	3° 1ª	Ju 16:20-17:00,Ju 17:10-17:50,Ju 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual			ART. 40 LUEGO ART 54	Línea 700		Publicado		
29/05/23 08:18	Secundario Orientado	LAS HERAS	4218 - PARQUE PROVINCIAL ACONCAGUA	10%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (C) Artes Visuales	2do: 30/05/23 11:00	RÍO PICHEUTA Y 17 DE OCTUBRE S/N B° CEMENTISTA . LAS HERAS	44-0	1° 1°	Lu 08:00-08:40,Lu 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 08:18 | Cancelado	Secundario Orientado	GUAYMALLÉN	4009 - HERMINIA MORALES DE RAMPONI	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Francés	11vo: 30/05/23 09:00	ESPAÑA Y ALPATACAL S/N . VILLA NUEVA	Cargo vacante	5° 2°	Ma 17:00-17:40,Ma 17:40-18:20,Ma 18:20-19:00	Presentarse en GEM PAD - Llamado Virtual				202		Cancelado	MODIFICACÓN HORARIA EN EL CURSO	
